"CODE DECLARANT";"CODE DIFFUSEUR";GRID;"CODE EAN 13";"CODE UPC";"IDENTIFIANT PRODUIT DECLARANT";"TYPE SERVICE";"TYPE PRODUIT";"TITRE PRODUIT";"TITRE OEUVRE";"NOM COMPOSITEUR";"NOM AUTEUR";"NOM EDITEUR";"NOM INTERPRETE";LABEL;"DUREE OEUVRE";"DATE DEBUT PERIODE";"DATE FIN PERIODE";"TERRITOIRE VENTE";QUANTITE;"NOM DE L'OFFRE COMMERCIALE";"TYPE MODELE COMMERCIAL";"TYPE CANAL DISTRIBUTION";"TYPE UTILISATION";"PRIX UNITAIRE HT";DEVISE

TESTONLINE;TOL;;;;;MUSI;SINGLE;"Propre sur soi";"Les Petits Pas";"1 Costard pour 2";;;;;2:20;01/10/2018;30/10/2018;FR;4;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Propre sur soi";"Mon Havre";"1 Costard pour 2";;;;;4:13;01/10/2018;30/10/2018;FR;4;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Propre sur soi";"Propre sur Soi";"1 Costard pour 2";;;;;3:17;01/10/2018;30/10/2018;FR;4;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Propre sur soi";"Vieux Frere";"1 Costard pour 2";;;;;3:59;01/10/2018;30/10/2018;FR;4;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Propre sur soi";L'Amelioration;"1 Costard pour 2";;;;;2:59;01/10/2018;30/10/2018;FR;4;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Propre sur soi";"Chanson en Re-mineur";"1 Costard pour 2";;;;;2:45;01/10/2018;30/10/2018;FR;4;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Propre sur soi";"Sur la Paume";"1 Costard pour 2";;;;;2:51;01/10/2018;30/10/2018;FR;4;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Propre sur soi";"Un Peu d'Air";"1 Costard pour 2";;;;;3:39;01/10/2018;30/10/2018;FR;4;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;10'Kei;Mercatory;10'Kei;;;;;5:23;01/10/2018;30/10/2018;FR;4;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;10'Kei;Measmus;10'Kei;;;;;8:55;01/10/2018;30/10/2018;FR;4;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Introducing a guy in light";Life;"A guy in light";;;;;4:59;01/10/2018;30/10/2018;FR;15;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Introducing a guy in light";Dandelions;"A guy in light";;;;;5:05;01/10/2018;30/10/2018;FR;8;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Good Resolution";"Tonic Dance";"AB sextet";;;;;5:15;01/10/2018;30/10/2018;FR;4;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Keep Smiling";"Keep Smiling";"AB sextet";;;;;3:31;01/10/2018;30/10/2018;FR;4;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Groovy Jazz (Live)";"Money in the pocket";"AB sextet";;;;;8:36;01/10/2018;30/10/2018;FR;4;;FREE;INTERNET;ON_DEM_STRE;0;EURO
