"CODE DECLARANT";"CODE DIFFUSEUR";GRID;"CODE EAN 13";"CODE UPC";"IDENTIFIANT PRODUIT DECLARANT";"TYPE SERVICE";"TYPE PRODUIT";"TITRE PRODUIT";"TITRE OEUVRE";"NOM COMPOSITEUR";"NOM AUTEUR";"NOM EDITEUR";"NOM INTERPRETE";LABEL;"DUREE OEUVRE";"DATE DEBUT PERIODE";"DATE FIN PERIODE";"TERRITOIRE VENTE";QUANTITE;"NOM DE L'OFFRE COMMERCIALE";"TYPE MODELE COMMERCIAL";"TYPE CANAL DISTRIBUTION";"TYPE UTILISATION";"PRIX UNITAIRE HT";DEVISE

TESTONLINE;TOL;;;;;MUSI;SINGLE;"Propre sur soi";"Les Petits Pas";"1 Costard pour 2";;;;;2:20;01/10/2014;30/10/2014;FR;2;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Impression sur scène";"Modele d'exposition";"1 Costard pour 2";;;;;2:49;01/10/2014;30/10/2014;FR;8;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Propre sur soi";"Mon Havre";"1 Costard pour 2";;;;;4:13;01/10/2014;30/10/2014;FR;2;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Impression sur scène";"Tous les chemins conduisent à la mer";"1 Costard pour 2";;;;;3:01;01/10/2014;30/10/2014;FR;3;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Propre sur soi";"Propre sur Soi";"1 Costard pour 2";;;;;3:17;01/10/2014;30/10/2014;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Impression sur scène";"Pourvu qu'on ait l'ivresse";"1 Costard pour 2";;;;;2:59;01/10/2014;30/10/2014;FR;4;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Propre sur soi";"Vieux Frere";"1 Costard pour 2";;;;;3:59;01/10/2014;30/10/2014;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Impression sur scène";"L'encre seche";"1 Costard pour 2";;;;;2:53;01/10/2014;30/10/2014;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Propre sur soi";L'Amelioration;"1 Costard pour 2";;;;;2:59;01/10/2014;30/10/2014;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Impression sur scène";"Oh des...du Hav";"1 Costard pour 2";;;;;9:18;01/10/2014;30/10/2014;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Propre sur soi";"Chanson en Re-mineur";"1 Costard pour 2";;;;;2:45;01/10/2014;30/10/2014;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Propre sur soi";"Sur la Paume";"1 Costard pour 2";;;;;2:51;01/10/2014;30/10/2014;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Propre sur soi";"Un Peu d'Air";"1 Costard pour 2";;;;;3:39;01/10/2014;30/10/2014;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Propre sur soi";"Dernière Priere";"1 Costard pour 2";;;;;3:35;01/10/2014;30/10/2014;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Propre sur soi";Separation;"1 Costard pour 2";;;;;3:20;01/10/2014;30/10/2014;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"10 Oxyde";Angéline;"10 Oxyde";;;;;4:06;01/10/2014;30/10/2014;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
